Title,Description,Time,Vader_Sentiment,TextBlob_Sentiment,FinBERT_Sentiment
Bamboo Airways to Welcome the First Special Authorization Vietnam-US Flight at San Francisco International Airport,"On the basis of the MOU, Bamboo Airways and San Francisco International Airport (SFO) will consolidate and promote the built-in conditions to deploy nonstop flights connecting Vietnam - US.",2021-09-26,0.3818,0.0,negative
Vietnam's First Automaker VinFast Eyes European Strategy,Vietnam's first homegrown car manufacturer Vinfast plans to focus on more countries to expand its European strategy.,2021-09-25,0.3744,0.25,negative
Seminar Held on Vietnam-Thailand Economic Cooperation in Era of Covid,The Embassy of Vietnam in Thailand and the Embassy of Thailand in Vietnam recently held an online seminar on Vietnam – Thailand Economic Cooperation in response to the Covid-19 pandemic.,2021-09-25,0.0,0.1,negative
HCM City Works to Get Economy Back on Track after September 30,HCM City is taking strong actions to gets its ailing economy back on track after September 30.,2021-09-25,0.5106,0.21666666666666667,neutral
"""Finectic"" Launched Self-Developed Investment Analysis System on the Intelligent Stock Selection Platform","HONG KONG SAR - Media OutReach - 24 September 2021 - Finetic, a Hong Kong-based intelligent stock selection and investment education platform has developed its own AI-assisted investment analysis system, which provides weekly picks of quality stocks in major global markets, including Hong Kong, China and the U.S.",2021-09-24,0.6249,0.3125,negative
Bamboo Airways' First 'Historic' Direct Vietnam-US Flight Lands in San Francisco,"Bamboo Airways' QH9149 flight, using the Boeing 787-9 Dreamliner aircraft, took off at 7:55 p.m. from Hanoi's Noi Bai Airport for San Francisco.",2021-09-24,0.0,0.0,negative
CUHK Business School Research Finds the Inconsistent ESG Scores from Different Rating Agencies,"Sustainable investing, once viewed as an outlier may be only a decade ago, has never been more popular.",2021-09-24,-0.3713,0.3666666666666667,positive
Vietnamese T&T Group and US Partners Reach Deals in Renewable Energy and Agriculture,The T&T Group on September 21 signed several MoUs and contracts with US partners within the framework of President Nguyen Xuan Phuc’s working trip to the US.,2021-09-24,0.0,0.0,negative
China Resumes Provision of Custom Clearance for Vietnamese Dragon Fruit,"By Sep. 23, all dragon fruits from Vietnam had been exported to China via the Mong Cai International Border Gate in Quang Ninh province, after authorities from the Guangxi Zhuang Autonomous Region’s Dongxing city had agreed to resume providing custom clearance for these products, following a temporary one-week ban on dragon fruit export upon detecting Sar-CoV-2 on the products’ packages.",2021-09-23,-0.3612,0.13333333333333333,negative
Vietnam's Superb Export Performance Sets Example for Bangladesh,"At a recent discussion in one of Bangladesh's city held virtually, economists, business leaders and others set Vietnam's economic success story as an example for Bangladesh to emulate.",2021-09-23,0.5719,0.16666666666666666,neutral
VITAL Chooses X0PA AI as its Platform of Choice for Objectivity and Efficiency,"SINGAPORE - Media OutReach - 23 September 2021 - X0PA AI's AI recruitment platform is the platform of choice for VITAL. VITAL, the Central Agency for Shared Services in the Singapore Public Service, has embarked on a recruitment tech pilot programme with X0PA's AI Recruiter solution to streamline its recruitment processes and improve hiring outcomes.",2021-09-23,0.9269,0.05,neutral
Vietnamese Businesses Need Urgent Assistance Amid Covid-19,"Due to the complicated Covid-19 situation, businesses are in serious difficulty. They need timely support measures from the Government.",2021-09-23,0.0,-0.3194444444444444,positive
It's time to build a scenario to gradually open the economy,"VCN - More than four months since the fourth Covid-19 pandemic broke out, to ""rescue"" businesses that were already exhausted, the Government is calculating options to gradually reopen the economy after a long period of social distancing.The status of “turning on-off” is no longer relevant.",2021-09-22,-0.7579,0.08055555555555556,negative
Vietnam To Attract 30 Billion USD in FDI in 2021,"Vietnam may attract about 30 billion USD in foreign direct investment (FDI) in 2021, posting a year-on-year rise of 2 percent, forecasting a positive sign in FDI attraction in the first eight months of 2021.",2021-09-22,0.8442,0.11306818181818182,neutral
Vietnam Moves Down 2 Spots to 44th Rank in Global Innovation Index 2021,Vietnam has been ranked 44th by the World Intellectual Property Organization in the Global Innovation Index 2021.,2021-09-22,0.7096,0.15,negative
Vietnam Economy Expected To Recover in 2022 Despite Short-Term Setbacks,"Growth could be aided by a revival of domestic demand, an acceleration in the disbursement of public investment funds, an expansion to new export markets, and the expected global economic recovery, ADB Country Director for Vietnam.",2021-09-22,0.2732,0.03939393939393939,neutral
"Vietnam, Sri Lanka Step Up to Boost Cooperation in Tourism Development",A webinar aiming at introducing Sri Lanka tourism to the Vietnamese was held on Sep. 21.,2021-09-22,0.0,0.0,negative
Midea Comes Onboard the AFF Suzuki Cup 2020 as Official Sponsor,"Midea, one of the world's leading home appliances producers, has announced its official sponsorship of the ASEAN Football Federation (AFF) Football Championship, also known as the AFF Suzuki Cup 2020, on the day of the official draw.",2021-09-22,0.4404,0.0,negative
Businesses in Ho Chi Minh City Embrace the 'New Normal',Businesses in HCMC gradually resume production as the city plans to reopen its economy,2021-09-22,0.0,0.0,negative
"Vietnamese Craft Coffee Blooming In America, Says Courier Post","The American Vietnamese roasts have caught on at a younger generation of Vietnamese cafes and restaurants, whether Sandwich Hag in Dallas or Phinista in Boston.",2021-09-22,0.0,0.0,negative
Vietnamese President Witnesses Bamboo Airways to Introduce US Market General Agent and Vietnam - US Nonstop Route,"On September 21, 2021, Bamboo Airways officially introduces AVIAWORLD (AVIAREPS JV) as its official General Sales Agent in the US and launches the nonstop flight network connecting the two countries.",2021-09-22,0.0,0.05000000000000002,negative
Vietnam's Bamboo Airways to Sign $2 Bln Deal with GE for Engines on Boeing Jets,"Vietnam's Bamboo Airways will sign a deal valued at nearly $2 billion with General Electric to purchase GEnx engines to power Boeing 787-9 Dreamliner aircraft, the airline said on Tuesday",2021-09-21,0.4404,0.07500000000000001,negative
WSOT 2021: Crypto Trading Competition of the Year Made History With $4.09 Million in Prizes,"Record number of participants in Bybit's World Series of Trading (WSOT) 2021 drove up total prize pool to a historic $4.09 million, up from last year's $1.27 million매억남 secured No.1 title as captain of top troop 유튜브매억남 with a staggering 2,044.90% P&L",2021-09-21,0.7964,0.125,neutral
Thailand's SCG Packaging Plans $353mln Investment Expansion into Vietnam,"Thailand's SCG Packaging Pcl (SCGP) on Monday announced an 11.8 billion baht ($353.93 million) expansion in its packaging paper business in Vietnam, anticipating growth in demand.",2021-09-21,0.2732,0.0,neutral
World premiere: Viva Frida Kahlo – Immersive Experience,"ZURICH, SWITZERLAND - Newsaktuell - 20 September 2021 - The first museum for immersive art in Switzerland is opening with a world premiere: Viva Frida Kahlo – Immersive Experience. The preparations for this immersive enactment of the life and work of Frida Kahlo have been two years in the making.",2021-09-20,0.0,0.25,negative
Foreign Businesses Expect Vietnam to Reopen its Economy,"Three foreign businesses and the US-ASEAN Business Council have sent a letter to the Government, emphasizing that if Vietnam is slow to reopen, many opportunities will be lost.",2021-09-20,0.0772,0.024999999999999984,positive
VP Bank in Asia makes two newly-created key appointments to its Asia Management Committee,SINGAPORE - Media OutReach - 20 September 2021 - VP Bank has today announced the appointments of Alexander Tsikouras as Chief Financial Officer & Chief Operating Officer Asia and Will Wang as Head of Client Solutions & Strategic Partnerships Asia in two newly-created roles which form part of the Asia Management Committee (Asia Manco) as of 24 September 2021.,2021-09-20,0.4215,0.0,negative
Vietnam Becomes Largest Tuna Supplier to Israel,Vietnam surpassed Thailand in the first half of this year to become the biggest exporter of tuna to Israel.,2021-09-19,0.0,0.04166666666666667,negative
"Vietnam, China Work to Facilitate Bilateral Trade",Vietnam and China have reached memoranda of understanding (MoUs) on the establishment of a Working Group on Vietnam-China Trade Facilitation and the bilateral co-operation plan for 2021-2025.,2021-09-18,0.1027,0.0,negative
Bybit Launchpad Debuts With BIT Token Listing,"Bybit, a popular platform for crypto lovers around the globe, has announced today its token launch site Bybit Launchpad.",2021-09-17,0.7351,0.6,negative
"Blue Cross Dynasty VHIS Plan Lifetime Benefit Limit up to HK$48,000,000",8 Deductible Plan Options Offering Flexibility and Cost-Efficiency Apply with Family Members to Enjoy Triple Offer First-year Premium Discount as low as 50% off for HK$12/Day,2021-09-17,0.5423,0.2,neutral
HDBank gets US$50 million from French development agency to finance green projects,"HO CHI MINH CITY, VIETNAM - Media OutReach - 17 September 2021 - Proparco, the French Development Finance Institution, has granted a US$50 million loan to HDBank to finance green projects and promote sustainable development in Vietnam. It marks the first collaboration between Proparco and HDBank.",2021-09-17,0.6908,0.016666666666666663,negative
